FACID,FACNAME,FAC_FDR,BED_CAPACITY_TYPE,BED_CAPACITY,COUNTY_NAME,DATA_DATE
930000040,COMMUNITY HOSPITAL OF HUNTINGTON PARK,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,LOS ANGELES,2025-12-15
930000040,COMMUNITY HOSPITAL OF HUNTINGTON PARK,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,77,LOS ANGELES,2025-12-15
930000041,SAN GABRIEL VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,19,LOS ANGELES,2025-12-15
930000041,SAN GABRIEL VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,156,LOS ANGELES,2025-12-15
930000042,KINDRED HOSPITAL - SAN GABRIEL VALLEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES,2025-12-15
930000042,KINDRED HOSPITAL - SAN GABRIEL VALLEY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,70,LOS ANGELES,2025-12-15
930000044,CEDARS-SINAI MARINA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,LOS ANGELES,2025-12-15
930000044,CEDARS-SINAI MARINA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,91,LOS ANGELES,2025-12-15
930000047,UCI HEALTH-LAKEWOOD,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,23,LOS ANGELES,2025-12-15
930000047,UCI HEALTH-LAKEWOOD,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES,2025-12-15
930000047,UCI HEALTH-LAKEWOOD,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,0,LOS ANGELES,2025-12-15
930000047,UCI HEALTH-LAKEWOOD,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,141,LOS ANGELES,2025-12-15
930000049,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,22,LOS ANGELES,2025-12-15
930000049,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,16,LOS ANGELES,2025-12-15
930000049,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,26,LOS ANGELES,2025-12-15
930000049,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,25,LOS ANGELES,2025-12-15
930000049,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,192,LOS ANGELES,2025-12-15
930000050,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,LOS ANGELES,2025-12-15
930000050,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,24,LOS ANGELES,2025-12-15
930000050,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,42,LOS ANGELES,2025-12-15
930000050,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,128,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,7,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,20,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,7,LOS ANGELES,2025-12-15
930000052,PIH HEALTH DOWNEY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,147,LOS ANGELES,2025-12-15
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES,2025-12-15
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,LOS ANGELES,2025-12-15
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,14,LOS ANGELES,2025-12-15
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,7,LOS ANGELES,2025-12-15
930000053,EAST LOS ANGELES DOCTORS HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,71,LOS ANGELES,2025-12-15
930000054,ENCINO HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,22,LOS ANGELES,2025-12-15
930000054,ENCINO HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,25,LOS ANGELES,2025-12-15
930000054,ENCINO HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,60,LOS ANGELES,2025-12-15
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,9,LOS ANGELES,2025-12-15
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,9,LOS ANGELES,2025-12-15
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,13,LOS ANGELES,2025-12-15
930000056,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,74,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,14,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,20,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,34,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,28,LOS ANGELES,2025-12-15
930000058,GARFIELD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,106,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,42,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,14,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,PERINATAL,30,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,28,LOS ANGELES,2025-12-15
930000059,ADVENTIST HEALTH GLENDALE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,291,LOS ANGELES,2025-12-15
930000062,GREATER EL MONTE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,5,LOS ANGELES,2025-12-15
930000062,GREATER EL MONTE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,LOS ANGELES,2025-12-15
930000062,GREATER EL MONTE COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,94,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,11,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,44,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,19,LOS ANGELES,2025-12-15
930000063,HENRY MAYO NEWHALL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,242,LOS ANGELES,2025-12-15
930000064,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,3,LOS ANGELES,2025-12-15
930000064,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,LOS ANGELES,2025-12-15
930000064,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,92,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,28,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,15,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,34,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,11,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,28,LOS ANGELES,2025-12-15
930000065,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,221,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,18,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,35,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,13,LOS ANGELES,2025-12-15
930000066,PROVIDENCE HOLY CROSS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,240,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,58,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,23,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,31,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,23,LOS ANGELES,2025-12-15
930000068,PIH HEALTH GOOD SAMARITAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,235,LOS ANGELES,2025-12-15
930000070,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,14,LOS ANGELES,2025-12-15
930000070,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,LOS ANGELES,2025-12-15
930000070,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,116,LOS ANGELES,2025-12-15
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,20,LOS ANGELES,2025-12-15
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,10,LOS ANGELES,2025-12-15
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,34,LOS ANGELES,2025-12-15
930000071,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,193,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,32,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,96,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,33,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,PERINATAL,27,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,32,LOS ANGELES,2025-12-15
930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,272,LOS ANGELES,2025-12-15
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES,2025-12-15
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,49,LOS ANGELES,2025-12-15
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,PERINATAL,66,LOS ANGELES,2025-12-15
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,17,LOS ANGELES,2025-12-15
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,254,LOS ANGELES,2025-12-15
930000076,KAISER FOUNDATION HOSPITAL-WEST LA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,31,LOS ANGELES,2025-12-15
930000076,KAISER FOUNDATION HOSPITAL-WEST LA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,12,LOS ANGELES,2025-12-15
930000076,KAISER FOUNDATION HOSPITAL-WEST LA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,28,LOS ANGELES,2025-12-15
930000076,KAISER FOUNDATION HOSPITAL-WEST LA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,194,LOS ANGELES,2025-12-15
930000077,PALMDALE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,LOS ANGELES,2025-12-15
930000077,PALMDALE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,27,LOS ANGELES,2025-12-15
930000077,PALMDALE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,133,LOS ANGELES,2025-12-15
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,28,LOS ANGELES,2025-12-15
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,34,LOS ANGELES,2025-12-15
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,PERINATAL,22,LOS ANGELES,2025-12-15
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,13,LOS ANGELES,2025-12-15
930000081,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,230,LOS ANGELES,2025-12-15
930000083,COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,36,LOS ANGELES,2025-12-15
930000085,LOS ANGELES COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES,2025-12-15
930000085,LOS ANGELES COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,85,LOS ANGELES,2025-12-15
930000088,KINDRED HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,LOS ANGELES,2025-12-15
930000088,KINDRED HOSPITAL - LOS ANGELES,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,76,LOS ANGELES,2025-12-15
930000089,VISTA SPECIALTY HOSPITAL OF LA MIRADA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,LOS ANGELES,2025-12-15
930000089,VISTA SPECIALTY HOSPITAL OF LA MIRADA,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,24,LOS ANGELES,2025-12-15
930000089,VISTA SPECIALTY HOSPITAL OF LA MIRADA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,88,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,11,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,11,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,21,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,33,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,16,LOS ANGELES,2025-12-15
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,112,LOS ANGELES,2025-12-15
930000092,MEMORIAL HOSPITAL OF GARDENA,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,5,LOS ANGELES,2025-12-15
930000092,MEMORIAL HOSPITAL OF GARDENA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,5,LOS ANGELES,2025-12-15
930000092,MEMORIAL HOSPITAL OF GARDENA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,93,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,12,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,12,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,13,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,24,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,14,LOS ANGELES,2025-12-15
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,LOS ANGELES,2025-12-15
930000094,COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,64,LOS ANGELES,2025-12-15
930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,60,LOS ANGELES,2025-12-15
930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,42,LOS ANGELES,2025-12-15
930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,309,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,ACUTE RESPIRATORY CARE,10,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,29,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,17,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,24,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,0,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,30,LOS ANGELES,2025-12-15
930000096,USC ARCADIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,228,LOS ANGELES,2025-12-15
930000099,PIH HEALTH WHITTIER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,48,LOS ANGELES,2025-12-15
930000099,PIH HEALTH WHITTIER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,34,LOS ANGELES,2025-12-15
930000099,PIH HEALTH WHITTIER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,32,LOS ANGELES,2025-12-15
930000099,PIH HEALTH WHITTIER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,17,LOS ANGELES,2025-12-15
930000099,PIH HEALTH WHITTIER HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,357,LOS ANGELES,2025-12-15
930000100,SAINT JOHN'S HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,23,LOS ANGELES,2025-12-15
930000100,SAINT JOHN'S HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,18,LOS ANGELES,2025-12-15
930000100,SAINT JOHN'S HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,29,LOS ANGELES,2025-12-15
930000100,SAINT JOHN'S HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,196,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,16,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,20,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,24,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,25,LOS ANGELES,2025-12-15
930000101,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,260,LOS ANGELES,2025-12-15
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,8,LOS ANGELES,2025-12-15
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,38,LOS ANGELES,2025-12-15
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,25,LOS ANGELES,2025-12-15
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,25,LOS ANGELES,2025-12-15
930000103,ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,28,LOS ANGELES,2025-12-15
